wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbStatus,wlbPurpose,wlbPurposePlanned,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbPluggedAbandonDate,wlbPluggedDate,wlbLicenceTargetName,wlbPlotSymbol,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,wlbWdssQcDate,wlbReleasedDate,prlNpdidProductionLicence,prlNpdidProdLicenceTarget,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
1/6-A-16,1/6-A-16,Phillips Petroleum Company Norway,011 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,25.06.1980,01.01.1981,,,ALBUSKJELL,186-P,1/6-1 Albuskjell,NO,41.0,3406.1,4187.0,69.0,,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,FIXED,ALBUSKJELL A,1-A,NO,GAS,1980,1981,,04.07.2004,,,90,ED50  ,56,38,33.83,N,2,56,23.58,E,56.642731,2.939883,6277759.02,496312.94,31,1,6,A,16,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=533,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=533,initial             ,                                        ,533,43844,43437,,01.01.1983,20844,,271357,271357,0,23.02.2021,06.06.2016,28.04.2022
1/6-A-19,1/6-A-19,Phillips Petroleum Company Norway,011 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,23.11.1978,14.01.1979,,,ALBUSKJELL,134-P,1/6-1 Albuskjell,NO,41.0,3443.3,3932.5,69.0,,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,FIXED,ALBUSKJELL A,1-A,NO,GAS,1978,1979,,20.01.2005,,,90,ED50  ,56,38,33.93,N,2,56,23.7,E,56.642758,2.939917,6277762.11,496314.98,31,1,6,A,19,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=534,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=534,initial             ,                                        ,534,43844,43437,,14.01.1981,20844,,271357,271357,0,23.02.2021,29.07.2019,28.04.2022
1/6-A-20,1/6-A-20,Phillips Petroleum Company Norway,011 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,17.04.1980,27.06.1980,,,ALBUSKJELL,181-P,1/6-1 Albuskjell,NO,41.0,3403.2,4008.1,69.0,,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,FIXED,ALBUSKJELL A,1-A,NO,GAS,1980,1980,,13.06.2004,,,90,ED50  ,56,38,33.89,N,2,56,23.53,E,56.642747,2.939869,6277760.88,496312.08,31,1,6,A,20,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=535,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=535,initial             ,                                        ,535,43844,43437,,27.06.1982,20844,,271357,271357,0,23.02.2021,06.06.2016,28.04.2022
1/9-A-1 H,1/9-A-1,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,22.09.1986,14.11.1986,,,TOMMELITEN GAMMA,370-P,1/9-4 Tommeliten Gamma,NO,22.0,3469.0,3575.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1986,1986,,,23.11.1986,,90,ED50  ,56,29,31.76,N,2,55,27.66,E,56.492156,2.924350,6260999.16,495341.78,31,1,9,A,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1006,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1006,initial             ,                                        ,1006,43856,43444,,14.11.1988,21140,,296245,272869,0,13.12.2021,09.03.2019,28.04.2022
1/9-A-1 AH,1/9-A-1,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,15.04.1987,01.05.1987,,,TOMMELITEN GAMMA,399-P,1/9-4 Tommeliten Gamma,NO,22.0,3392.0,3485.0,75.0,2303.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1987,1987,,05.04.2001,16.09.2000,,90,ED50  ,56,29,31.76,N,2,55,27.66,E,56.492156,2.924350,6260999.16,495341.78,31,1,9,A,1,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1077,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1077,sidetrack           ,1/9-A-1 H                               ,1077,43856,43444,,01.05.1989,21140,,296245,272869,0,13.12.2021,30.07.2019,28.04.2022
1/9-A-2 H,1/9-A-2,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,25.11.1986,30.12.1986,20.09.1986,21.09.1986,TOMMELITEN GAMMA,380-P,1/9-4 Tommeliten Gamma,NO,22.0,3420.0,3435.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1986,1986,,16.04.2001,,,90,ED50  ,56,29,31.66,N,2,55,26.88,E,56.492128,2.924133,6260996.08,495328.43,31,1,9,A,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1016,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1016,initial             ,                                        ,1016,43856,43444,,30.12.1988,21140,,296245,272869,0,13.12.2021,30.07.2019,28.04.2022
1/9-A-3 H,1/9-A-3,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,04.01.1987,11.02.1987,18.09.1986,19.09.1986,TOMMELITEN GAMMA,387-P,1/9-4 Tommeliten Gamma,NO,22.0,3291.0,3329.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1987,1987,,18.04.2001,,,90,ED50  ,56,29,31.5,N,2,55,27.13,E,56.492083,2.924203,6260991.13,495332.71,31,1,9,A,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1021,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1021,initial             ,                                        ,1021,43856,43444,,11.02.1989,21140,,296245,272869,0,13.12.2021,09.03.2019,28.04.2022
1/9-A-4 H,1/9-A-4,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,19.02.1987,27.03.1987,22.09.1986,22.09.1986,TOMMELITEN GAMMA,391-P,1/9-4 Tommeliten Gamma,NO,22.0,3437.5,3481.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1987,1987,,18.04.2001,,,90,ED50  ,56,29,31.92,N,2,55,27.41,E,56.492200,2.924281,6261004.11,495337.51,31,1,9,A,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1035,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1035,initial             ,                                        ,1035,43856,43444,,27.03.1989,21140,,296245,272869,0,13.12.2021,09.03.2019,28.04.2022
1/9-A-5 H,1/9-A-5,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,31.12.1987,13.02.1988,,,TOMMELITEN GAMMA,433-P,1/9-4 Tommeliten Gamma,NO,22.0,3293.0,3575.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1987,1988,,16.04.2001,,,90,ED50  ,56,29,31.63,N,2,55,27.39,E,56.492119,2.924275,6260995.14,495337.16,31,1,9,A,5,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1059,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1059,initial             ,                                        ,1059,43856,43444,,13.02.1990,21140,,296245,272869,0,13.12.2021,30.07.2019,28.04.2022
1/9-A-6 H,1/9-A-6,Den norske stats oljeselskap a.s,044 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,20.02.1988,03.04.1988,,,TOMMELITEN GAMMA,442-P,1/9-4 Tommeliten Gamma,NO,22.0,3235.0,3538.0,75.0,,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,TOMMELITEN,3,NO,GAS,1988,1988,,17.04.2001,,,90,ED50  ,56,29,31.79,N,2,55,27.14,E,56.492164,2.924206,6261000.09,495332.89,31,1,9,A,6,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1244,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1244,initial             ,                                        ,1244,43856,43444,,03.04.1990,21140,,296245,272869,0,13.12.2021,30.07.2019,28.04.2022
2/1-A-1,2/1-A-1,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,26.05.1989,19.07.1989,08.05.1989,14.05.1989,GYDA,512-P,2/1-3 Gyda,NO,25.0,4269.0,4900.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1989,1989,,,12.10.2019,,50,ED50  ,56,54,17.55,N,3,5,7.04,E,56.904875,3.085289,6306941.47,505194.59,31,2,1,A,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1385,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1385,initial             ,                                        ,1385,44012,43492,,19.07.1991,20924,,297028,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-2,2/1-A-2,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,21.02.1989,03.05.1989,,,GYDA,500-P,2/1-3 Gyda,NO,25.0,3796.0,5060.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1989,1989,,,16.02.2007,,50,ED50  ,56,54,17.61,N,3,5,6.93,E,56.904892,3.085258,6306943.32,505192.72,31,2,1,A,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1368,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1368,initial             ,                                        ,1368,44012,43492,,03.05.1991,20924,,297028,272337,0,13.12.2021,29.07.2019,28.04.2022
2/1-A-2 A,2/1-A-2,Talisman Energy Norge AS,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,17.02.2007,17.03.2007,,,GYDA,2815-P,2/1-3 Gyda,NO,56.0,3802.0,5289.0,65.5,4111.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,2007,2007,,,14.02.2021,,50,ED50  ,56,54,17.61,N,3,5,6.93,E,56.904892,3.085258,6306943.32,505192.72,31,2,1,A,2,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5503,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5503,sidetrack           ,2/1-A-2                                 ,5503,44012,43492,,17.03.2009,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
2/1-A-3,2/1-A-3,BP Norway Limited U.A.,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,29.12.1988,17.02.1989,26.09.1988,01.10.1988,GYDA,480-P,2/1-3 Gyda,NO,25.0,3899.0,4747.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,WATER,1988,1989,,,09.09.2019,,173,ED50  ,56,54,17.67,N,3,5,6.82,E,56.904908,3.085228,6306945.17,505190.86,31,2,1,A,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=54,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=54,initial             ,                                        ,54,44012,43492,,17.02.1991,20924,,297028,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-4,2/1-A-4,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,05.05.1988,17.06.1988,,,GYDA,453-P,2/1-3 Gyda,NO,25.0,3973.0,4550.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1988,1988,,,14.05.2019,,50,ED50  ,56,54,17.73,N,3,5,6.71,E,56.904925,3.085197,6306947.03,505189.00,31,2,1,A,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1263,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1263,initial             ,                                        ,1263,44012,43492,,17.06.1990,20924,,297028,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-5,2/1-A-5,BP Norway Limited U.A.,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,18.03.1988,30.04.1988,,,GYDA,443-P,2/1-3 Gyda,NO,25.0,4015.0,4595.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,WATER,1988,1988,,,21.02.2021,,173,ED50  ,56,54,17.49,N,3,5,6.93,E,56.904858,3.085258,6306939.61,505192.73,31,2,1,A,5,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1252,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1252,initial             ,                                        ,1252,44012,43492,,30.04.1990,20924,,297028,272337,0,13.12.2021,29.07.2019,28.04.2022
2/1-A-6,2/1-A-6,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,DRY,DEVELOPMENT, NO,28.07.1988,24.09.1988,,,GYDA,473-P,2/1-3 Gyda,NO,25.0,3868.0,4897.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1988,1988,,,27.11.1990,,81,ED50  ,56,54,17.55,N,3,5,6.82,E,56.904875,3.085228,6306941.46,505190.86,31,2,1,A,6,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1300,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1300,initial             ,                                        ,1300,44012,43492,,24.09.1990,20924,,297028,272337,0,13.12.2021,29.07.2019,28.04.2022
2/1-A-6 A,2/1-A-6,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,06.02.1991,05.03.1991,,,GYDA,606-P,2/1-3 Gyda,NO,56.0,3960.0,4507.0,66.0,2712.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,1991,1991,,,03.10.2019,,50,ED50  ,56,54,17.55,N,3,5,6.82,E,56.904875,3.085228,6306941.46,505190.86,31,2,1,A,6,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1685,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1685,sidetrack           ,2/1-A-6                                 ,1685,44012,43492,,05.03.1993,20924,,272337,272337,0,13.12.2021,29.07.2019,28.04.2022
2/1-A-7,2/1-A-7,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,13.01.1988,10.03.1988,,,GYDA,436-P,2/1-3 Gyda,NO,25.0,3956.0,4215.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1988,1988,,,04.08.2005,,50,ED50  ,56,54,17.61,N,3,5,6.71,E,56.904892,3.085197,6306943.32,505189.00,31,2,1,A,7,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1222,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1222,initial             ,                                        ,1222,44012,43492,,10.03.1990,20924,,297028,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-7 A,2/1-A-7,Talisman Energy Norge AS,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,05.08.2005,04.10.2005,,,GYDA,2584-P,2/1-3 Gyda,NO,56.0,3961.0,5163.0,65.5,2706.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,2005,2005,,,26.08.2019,,50,ED50  ,56,54,17.61,N,3,5,6.71,E,56.904892,3.085197,6306943.32,505189.00,31,2,1,A,7,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5144,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5144,sidetrack           ,2/1-A-7                                 ,5144,44012,43492,,04.10.2007,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
2/1-A-8,2/1-A-8,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,18.11.1987,10.01.1988,,,GYDA,430-P,2/1-3 Gyda,NO,25.0,3981.0,4220.0,66.0,,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,GYDA,1-A,NO,OIL,1987,1988,,,20.10.2002,,50,ED50  ,56,54,17.67,N,3,5,6.6,E,56.904908,3.085167,6306945.17,505187.14,31,2,1,A,8,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1210,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1210,initial             ,                                        ,1210,44012,43492,,10.01.1990,20924,,297028,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-8 A,2/1-A-8,BP Norge AS,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,21.10.2002,15.12.2002,,,GYDA,2189-P,2/1-3 Gyda,NO,56.0,3912.9,4751.0,65.5,2846.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,2002,2002,,,05.05.2019,,50,ED50  ,56,54,17.67,N,3,5,6.6,E,56.904908,3.085167,6306945.17,505187.14,31,2,1,A,8,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4620,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4620,sidetrack           ,2/1-A-8                                 ,4620,44012,43492,,15.12.2004,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
2/1-A-9,2/1-A-9,BP Norway Limited U.A.,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,11.07.1991,21.08.1991,,,GYDA,662-P,2/1-3 Gyda,NO,56.0,4098.0,4187.0,65.5,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,WATER,1991,1991,,,26.09.2007,,173,ED50  ,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2,1,A,9,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1797,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1797,initial             ,                                        ,1797,44012,43492,,21.08.1993,20924,,272337,272337,0,13.12.2021,29.07.2019,28.04.2022
2/1-A-9 A,2/1-A-9,Talisman Energy Norge AS,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,29.09.2007,12.10.2007,,,GYDA,2903-P,2/1-3 Gyda,NO,56.0,4105.0,4202.0,65.5,3781.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,WATER,2007,2007,,,20.10.2019,,173,ED50  ,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2,1,A,9,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5635,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5635,initial             ,                                        ,5635,44012,43492,,12.10.2009,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
2/1-A-10,2/1-A-10,Talisman Energy Norge AS,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,22.01.2008,05.05.2008,,,GYDA,2926-P,2/1-3 Gyda,NO,56.0,4254.0,7273.0,65.5,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,2008,2008,,,21.11.2020,,50,ED50  ,56,54,17.49,N,3,5,6.71,E,56.904858,3.085197,6306939.60,505189.01,31,2,1,A,10,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1852,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1852,initial             ,                                        ,1852,44012,43492,,05.05.2010,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
2/1-A-11,2/1-A-11,BP Norway Limited U.A.,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,25.08.1994,06.10.1994,,,GYDA,951-P,2/1-3 Gyda,NO,56.0,4107.0,4801.0,66.0,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,WATER,1994,1994,,,30.06.2021,,173,ED50  ,56,54,17.55,N,3,5,6.61,E,56.904875,3.085169,6306941.46,505187.31,31,2,1,A,11,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2214,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=2214,initial             ,                                        ,2214,44012,43492,,06.10.1996,20924,,272337,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-12,2/1-A-12,BP Norway Limited U.A.,019 B,PLUGGED,INJECTION,INJECTION,WATER,DEVELOPMENT, NO,09.05.1996,29.07.1996,,,GYDA,1156-P,2/1-3 Gyda,NO,56.0,4250.0,6024.0,66.0,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,WATER,1996,1996,,,09.06.2019,,173,ED50  ,56,54,17.61,N,3,5,6.49,E,56.904892,3.085136,6306943.31,505185.28,31,2,1,A,12,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2818,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=2818,initial             ,                                        ,2818,44012,43492,,29.07.1998,20924,,272337,272337,0,23.02.2021,31.05.2016,28.04.2022
2/1-A-13,2/1-A-13,BP Norway Limited U.A.,019 B,P&A,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,01.02.1994,08.05.1995,,,GYDA,630-P,2/1-9 Gyda Sør,NO,56.0,4135.0,7268.0,66.0,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,1994,1995,,05.09.2021,,,50,ED50  ,56,54,17.37,N,3,5,6.72,E,56.904825,3.085200,6306935.89,505189.18,31,2,1,A,13,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1674,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1674,initial             ,                                        ,1674,44018,43492,,08.05.1997,20924,,272337,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-14,2/1-A-14,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,DRY,DEVELOPMENT, NO,16.11.1992,19.12.1992,,,GYDA,756-P,2/1-3 Gyda,NO,56.0,3943.0,4130.0,66.0,,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,1992,1992,,,19.03.1996,,81,ED50  ,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2,1,A,14,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2047,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=2047,initial             ,                                        ,2047,44012,43492,,19.12.1994,20924,,272337,272337,0,13.12.2021,09.03.2019,28.04.2022
2/1-A-14 A,2/1-A-14,BP Norway Limited U.A.,019 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,20.03.1996,22.04.1996,,,GYDA,1137-P,2/1-3 Gyda,NO,56.0,4100.0,4747.0,66.0,2615.0,NORTH SEA,GYDA,JACKET 6 LEGS,FIXED,GYDA,1-A,NO,OIL,1996,1996,,,13.06.2002,,50,ED50  ,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2,1,A,14,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2784,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=2784,sidetrack           ,2/1-A-14                                ,2784,44012,43492,,22.04.1998,20924,,272337,272337,0,23.02.2021,06.10.2015,28.04.2022
